Region,Sector,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
NL,Industry,2055,0.16,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Industry,2060,0.16,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2018,0.14,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2020,0.14,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2021,0.14,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2025,0.14,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2030,0.13,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2035,0.13,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2040,0.12,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2045,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2050,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2055,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Industry,2060,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2018,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2020,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2021,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2025,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2030,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2035,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2040,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2045,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2050,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2055,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Industry,2060,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2018,0.15,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2020,0.15,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2021,0.15,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2025,0.15,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2030,0.14,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2035,0.14,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2040,0.13,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2045,0.12,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2050,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2055,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PL,Industry,2060,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2018,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2020,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2021,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2025,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2030,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2035,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2040,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2045,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2050,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2055,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,Industry,2060,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2018,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2020,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2021,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2025,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2030,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2035,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2040,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2045,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2050,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2055,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,Industry,2060,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2018,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2020,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2021,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2025,0.11,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2030,0.1,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2035,0.1,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2040,0.09,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2045,0.09,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,Industry,2050,0.08,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file) + Partner Feedback (165PJ in Buildings),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
